text,label,all_old,predicao
servidores institui e federais ensino goi s protestam contra reformas temer,educacao,servidores de instituições federais de ensino de goiás protestam contra as reformas de temer.,politica
sesc recebe inscri e curso gratuito ingl s ponta grossa,educacao,sesc recebe inscrições para curso gratuito de inglês em ponta grossa.,educacao
sesi sp domina taubat avan final copa brasil v lei,esporte,sesi-sp domina taubaté e avança à final da copa brasil de vôlei.,carros
sesi sp mira revanche contra mina engatar quinta vit ria seguida superliga,esporte,sesi-sp mira revanche contra o minas para engatar quinta vitória seguida na superliga.,esporte
sess vai deliberar sobre base nacional curricular come nesta quinta,educacao,sessão que vai deliberar sobre a base nacional curricular começa nesta quinta.,educacao
sete compet ncias escolas faculdades adaptarem novo mercado profissional,educacao,sete competências para as escolas e faculdades se adaptarem ao novo mercado profissional.,educacao
sete empresas re vagas est gio estudantes diversos cursos,economia,sete empresas reúnem vagas de estágio para estudantes de diversos cursos.,educacao
s timo lbum pavilh est assentado sobre base s lida grupo,musica,sétimo álbum do pavilhão <digit> está assentado sobre base sólida do grupo.,musica
setor caminh e reage f bricas operam capacidade,carros,setor de caminhões reage em <digit><digit><digit><digit> mas fábricas operam com <digit><digit>% da capacidade,carros
setor servi cresce maior alta novembro desde,economia,setor de serviços cresce <digit>% e tem a maior alta para novembro desde <digit><digit><digit><digit>.,economia
setor servi recua outubro diz ibge,economia,setor de serviços recua <digit> <digit>% em outubro diz ibge.,economia
setor jur dico planalto definiu estrat gia recurso stj sobre posse cristiane brasil,politica,setor jurídico do planalto definiu estratégia de recurso no stj sobre posse de cristiane brasil.,politica
setor p blico d ficit r milh e melhor novembro quatro ano,economia,setor público tem déficit de r$ <digit><digit><digit> milhões no melhor novembro em quatro anos.,economia
sevilla segura ganso acompanhe reta final janela inverno europa,esporte,sevilla segura ganso. acompanhe a reta final da janela de inverno na europa.,esporte
sevilla vence legan s vai final ano,esporte,sevilla vence leganés e vai à sua <digit><digit>ª final em <digit><digit> anos.,esporte
sextou sertanejo segundou gospel veja audi estilos brasil varia dia semana,musica,sextou no sertanejo e segundou no gospel: veja como audição de estilos no brasil varia por dia da semana.,musica
shakira adia turn europeia hemorragia cordas vocais,musica,shakira adia turnê europeia para <digit><digit><digit><digit> por hemorragia nas cordas vocais.,musica
shakira maluma lan am clipe trap,musica,shakira e maluma lançam clipe de trap.,musica
shakira volta adiar turn mundial problemas cordas vocais,musica,shakira volta a adiar turnê mundial por problemas nas cordas vocais.,musica
shania twain volta topo tom petty entra novamente paradas eua,musica,shania twain volta ao topo e tom petty entra novamente nas paradas dos eua.,musica
shape of you ed sheeran torna m sica tocada spotify,musica,shape of you de ed sheeran torna-se música mais tocada do spotify.,musica
shaquille oneal aposta contra t tulo eagle acaba coberto penas,esporte,shaquille oneal aposta contra título dos eagles e acaba coberto de penas.,esporte
shawn mendes assiste show alicia key rock in rio,musica,shawn mendes assiste a show de alicia keys no rock in rio.,musica
shawn mendes cancela show m xico ap s terremoto,musica,shawn mendes cancela show no méxico após terremoto.,musica
shawn mendes chega m xico horas ante terremoto fot grafo diz cantor equipe est bem,musica,shawn mendes chega ao méxico horas antes de terremoto fotógrafo diz que cantor e equipe estão bem.,musica
shawn mendes grande vencedor mtv ema veja todos ganhadores,musica,shawn mendes é o grande vencedor do mtv ema veja todos os ganhadores.,musica
shawn mendes estreia brasil soul adolescente ajuda gritinhos f s rock in rio,musica,shawn mendes estreia no brasil com soul adolescente e ajuda dos gritinhos das fãs no rock in rio.,musica
shawn mendes scalene liniker ego kill talent lutam posto revela rock in rio,musica,shawn mendes scalene liniker e ego kill talent lutam por posto de revelação do rock in rio.,musica
shawn mendes ca ula palco mundo diz nervoso enfrentar maior p blico carreira,musica,shawn mendes: caçula do palco mundo se diz nervoso para enfrentar maior público da carreira.,musica
sheik relacionado ganha n mero novo camisa corinthian,esporte,sheik é relacionado e ganha número novo de camisa no corinthians.,esporte
sheila bellaver saiu lavoura vive sonho crian caminhoneira,carros,sheila bellaver saiu da lavoura e vive sonho de criança: ser caminhoneira,carros
sheila bellaver saiu lavoura vive sonho crian sr caminhoneira,carros,sheila bellaver saiu da lavoura e vive sonho de criança: sr caminhoneira,carros
shell compra rede recarga carros el tricos,carros,shell compra rede de recarga de carros elétricos,carros
shopping rock in rio promovem exposi guitarras,musica,shopping e rock in rio promovem exposição de guitarras.,musica
show caravanas grito alerta chico buarque favor batucada,musica,show caravanas é grito de alerta de chico buarque em favor da batucada da nação.,musica
show caetano filhos dever gravado vivo s paulo,musica,show de caetano com filhos deverá ser gravado ao vivo em são paulo.,musica
show caetano filhos vira dvd in dita quarteto,musica,show de caetano com filhos vira dvd em <digit><digit><digit><digit> com inéditas do quarteto.,musica
show emicida miguel rock in rio motiva single m sica in dita,musica,show de emicida e miguel no rock in rio motiva single com música inédita.,musica
show hit tudo transforma p frejat movimento retroativo,musica,show de hits tudo se transforma põe frejat em movimento retroativo.,musica
show shawn mendes eleito melhor fim semana rock in rio enquete g,musica,show de shawn mendes é eleito o melhor do <digit>º fim de semana do rock in rio em enquete do g<digit> .,musica
show arcade fire sp fotos,musica,show do arcade fire em sp fotos.,musica
show coldplay sp fotos,musica,show do coldplay em sp fotos.,musica
show ego kill talent rock in rio exp caminho ascendente grupo,musica,show do ego kill talent no rock in rio expõe caminho ascendente do grupo.,musica
show gun n rose eleito melhor fim semana rock in rio leitores g,musica,show do guns n roses é eleito melhor do <digit>º fim de semana do rock in rio <digit><digit><digit><digit> pelos leitores do g<digit>.,musica
show sepultura rock in rio ter participa especial fam lia lima,musica,show do sepultura no rock in rio terá participação especial da família lima.,musica
show dussek veste machete chega dvd medida certa humor,musica,show dussek veste machete chega ao dvd na medida certa do humor.,musica
show tributo aracy almeida vira disco tr s ano ap s estreia,musica,show em tributo a aracy de almeida vira disco três anos após a estreia.,musica
show gravado luiz melodia edi dvd exibido primeiramente tv,musica,show gravado por luiz melodia para edição de dvd é exibido primeiramente na tv.,musica
show mostra bem mal est tudo aceso beth nia,musica,show mostra que para o bem e para o mal está tudo aceso em bethânia.,musica
show bahia celebra ano tropic lia arranjos sinf nicos,musica,show na bahia celebra os <digit><digit> anos da tropicália com arranjos sinfônicos.,musica
show festeja ano lp vision rio gil segue anelis lugar c u,musica,show que festeja <digit><digit> anos de lp visionário de gil segue com anelis no lugar de céu.,musica
show junta gil gal nando gera cd dvd grava s paulo,musica,show que junta gil gal e nando gera cd e dvd em gravação em são paulo.,musica
show rural cascavel espera receber mil visitantes cinco dia,economia,show rural de cascavel espera receber <digit><digit><digit> mil visitantes em cinco dias.,economia
show rural paran abre temporada feiras agr cola pa s,economia,show rural no paraná abre a temporada de feiras agrícolas no país.,economia
show trinca as ganha jogo antigas cartas gal gil nando,musica,show trinca de ases ganha jogo com as antigas cartas de gal gil e nando.,musica
sia publica foto aparece nua ap s descobrir tentativa vendas imagens web,musica,sia publica foto em que aparece nua após descobrir tentativa de vendas de imagens na web.,musica
sidney magal tra perfil generoso raso si autobiografia,musica,sidney magal traça perfil generoso e raso de si mesmo em autobiografia.,musica
siga final confer ncia nacional eagle viking,esporte,siga a final da conferência nacional entre eagles e vikings.,esporte
siga joinville x flamengo,esporte,siga joinville x flamengo.,esporte
silviano santiago magda soares ganham pr mio jabuti,educacao,silviano santiago e magda soares ganham o prêmio jabuti <digit><digit><digit><digit>.,esporte
simaria sofre indisposi simone sobe palco sozinha paran,musica,simaria sofre indisposição e simone sobe ao palco sozinha no paraná .,musica
simaria dupla simone diagnosticada infec cancela show cidades,musica,simaria da dupla com simone é diagnosticada com infecção e cancela shows em <digit> cidades.,musica
simon cowell jurado x factor america got talent hospitalizado ap s cair escada casa,musica,simon cowell jurado do x factor e do americas got talent é hospitalizado após cair de escada em casa.,musica
simone simaria kevinho lan am clipe ta tum tum assista,musica,simone e simaria e kevinho lançam clipe de ta tum tum assista.,musica
simone simaria falam troca forr sertanejo compara irm s kardashian,musica,simone e simaria falam de troca do forró por sertanejo e de comparação com as irmãs kardashian.,musica
simone simaria lan am clipe alok whindersson nunes namorada lu sa sonza,musica,simone e simaria lançam clipe com alok whindersson nunes e a namorada luísa sonza.,musica
simone encontra ivan lin palco in dito show dirigido z lia duncan,musica,simone encontra ivan lins no palco em inédito show dirigido por zélia duncan.,musica
